title,studio,domestic_gross,foreign_gross,year
moscow never sleeps (2017),cavu,25300.0,19400000.0,2017
my scientology movie (2017),magn.,22900.0,19400000.0,2017
una (2017),ef,22800.0,19400000.0,2017
bending the arc (2017),abr.,21900.0,19400000.0,2017
the girl without hands (2017),gk,21800.0,19400000.0,2017
whisky galore (2017),arrow,21000.0,19400000.0,2017
rv: resurrected victims (2017),wgusa,20400.0,19400000.0,2017
better watch out (2017),wgusa,20400.0,19400000.0,2017
absolutely anything (2017),adc,20200.0,19400000.0,2017
glory (2017) (2017),fm,18400.0,19400000.0,2017
porto (2017),kl,15100.0,19400000.0,2017
brotherhood of blades 2: the infernal battlefield (2017),wgusa,14200.0,19400000.0,2017
abracadabra (2017),sony,14000.0,19400000.0,2017
blind (2017),ve,12500.0,19400000.0,2017
felicite (2017),strand,12400.0,19400000.0,2017
dead awake (2017) (2017),fr,11500.0,19400000.0,2017
the country doctor (2017),distrib.,8500.0,19400000.0,2017
overdrive (2017),ve,7800.0,19400000.0,2017
suntan (2017),strand,6600.0,19400000.0,2017
trespass against us (2017),a24,5700.0,19400000.0,2017
the ardennes (2017),fm,5600.0,19400000.0,2017
oro (2017),sony,5500.0,19400000.0,2017
singularity (2017),ve,4200.0,19400000.0,2017
emily (2017) (2017),hiber,3600.0,19400000.0,2017
max & leon (2017),distrib.,500.0,19400000.0,2017
2:22 (2017),magn.,400.0,19400000.0,2017
avengers: infinity war (2018),bv,678800000.0,1369.5,2018
black panther (2018),bv,700100000.0,646900000.0,2018
jurassic world: fallen kingdom (2018),uni.,417700000.0,891800000.0,2018
incredibles 2 (2018),bv,608600000.0,634200000.0,2018
aquaman (2018),wb,335100000.0,812700000.0,2018
bohemian rhapsody (2018),fox,216400000.0,687200000.0,2018
venom (2018) (2018),sony,213500000.0,641500000.0,2018
mission: impossible - fallout (2018),par.,220200000.0,571000000.0,2018
deadpool 2 (2018),fox,318500000.0,460500000.0,2018
fantastic beasts: the crimes of grindelwald (2018),wb,159600000.0,494100000.0,2018
ant-man and the wasp (2018),bv,216600000.0,406000000.0,2018
ready player one (2018),wb,137700000.0,445200000.0,2018
operation red sea (2018),wgusa,1500000.0,577700000.0,2018
detective chinatown 2 (2018),wb,2000000.0,542100000.0,2018
the meg (2018),wb,145400000.0,384800000.0,2018
ralph breaks the internet (2018),bv,201100000.0,328100000.0,2018
hotel transylvania 3: summer vacation (2018),sony,167500000.0,361100000.0,2018
dr. seuss' the grinch (2018) (2018),uni.,270600000.0,241000000.0,2018
bumblebee (2018),par.,127200000.0,340800000.0,2018
a star is born (2018) (2018),wb,215300000.0,218900000.0,2018
rampage (2018) (2018),wb (nl),101000000.0,327000000.0,2018
mamma mia! here we go again (2018),uni.,120600000.0,274400000.0,2018
solo: a star wars story (2018),bv,213800000.0,179200000.0,2018
spider-man: into the spider-verse (2018),sony,190200000.0,185300000.0,2018
fifty shades freed (2018),uni.,100400000.0,271500000.0,2018
the nun (2018),wb (nl),117500000.0,248100000.0,2018
monster hunt 2 (2018),lgf,706000.0,361000000.0,2018
peter rabbit (2018),sony,115300000.0,236000000.0,2018
mary poppins returns (2018),bv,172000000.0,177600000.0,2018
a quiet place (2018),par.,188000000.0,152900000.0,2018
green book (2018),uni.,85100000.0,234700000.0,2018
skyscraper (2018),uni.,68400000.0,236400000.0,2018
ocean's 8 (2018),wb,140200000.0,157500000.0,2018
pacific rim uprising (2018),uni.,59900000.0,231100000.0,2018
maze runner: the death cure (2018),fox,58000000.0,230200000.0,2018
tomb raider (2018),wb,58300000.0,216400000.0,2018
halloween (2018) (2018),uni.,159300000.0,96100000.0,2018
crazy rich asians (2018),wb,174500000.0,64000000.0,2018
paddington 2 (2018),wb,40900000.0,186400000.0,2018
smallfoot (2018),wb,83200000.0,130900000.0,2018
creed ii (2018),mgm,115700000.0,98300000.0,2018
disney's christopher robin (2018),bv,99200000.0,98500000.0,2018
the equalizer 2 (2018),sony,102100000.0,88300000.0,2018
the nutcracker and the four realms (2018),bv,54900000.0,119100000.0,2018
the mule (2018),wb,103800000.0,68700000.0,2018
insidious: the last key (2018),uni.,67700000.0,100100000.0,2018
the predator (2018) (2018),fox,51000000.0,109500000.0,2018
johnny english strikes again (2018),uni.,4400000.0,154500000.0,2018
red sparrow (2018),fox,46900000.0,104700000.0,2018
the first purge (2018),uni.,69500000.0,67500000.0,2018
a wrinkle in time (2018),bv,100500000.0,32200000.0,2018
the house with a clock in its walls (2018),uni.,68500000.0,62900000.0,2018
instant family (2018),par.,67400000.0,53200000.0,2018
the commuter (2018),lgf,36300000.0,83600000.0,2018
game night (2018),wb (nl),69200000.0,48500000.0,2018
the monkey king 3 (2018),wgusa,187000.0,114900000.0,2018
first man (2018),uni.,44900000.0,60800000.0,2018
night school (2018) (2018),uni.,77300000.0,25800000.0,2018
alpha (2018),studio 8,35900000.0,62300000.0,2018
a simple favor (2018),lgf,53500000.0,44100000.0,2018
the favourite (2018),foxs,34400000.0,61600000.0,2018
truth or dare (2018),uni.,41400000.0,53900000.0,2018
i feel pretty (2018),stx,48800000.0,45700000.0,2018
blockers (2018),uni.,60300000.0,33700000.0,2018
goosebumps 2: haunted halloween (2018),sony,46700000.0,46600000.0,2018
blackkklansman (2018),focus,49300000.0,44000000.0,2018
overboard (2018) (2018),pnt,50300000.0,40900000.0,2018
sherlock gnomes (2018),par.,43200000.0,47100000.0,2018
robin hood (2018) (2018),lg/s,30800000.0,54000000.0,2018
mortal engines (2018),uni.,16000000.0,67700000.0,2018
how long will i love u (2018),wgusa,747000.0,82100000.0,2018
den of thieves (2018),stx,44900000.0,35600000.0,2018
hereditary (2018),a24,44100000.0,35300000.0,2018
tag (2018),wb (nl),54700000.0,23400000.0,2018
vice (2018),annapurna,47800000.0,28200000.0,2018
widows (2018),fox,42400000.0,33600000.0,2018
sicario: day of the soldado (2018),sony,50100000.0,25800000.0,2018
searching (2018),sgem,26000000.0,49400000.0,2018
the spy who dumped me (2018),lgf,33600000.0,41800000.0,2018
second act (2018),stx,39300000.0,33000000.0,2018
sanju (2018),fip,7900000.0,63600000.0,2018
book club (2018),par.,68600000.0,19400000.0,2018
12 strong (2018),wb,45800000.0,21600000.0,2018
"love, simon (2018)",fox,40800000.0,25500000.0,2018
mile 22 (2018),stx,36100000.0,30200000.0,2018
life of the party (2018),wb (nl),53100000.0,12800000.0,2018
isle of dogs (2018),foxs,32000000.0,32200000.0,2018
adrift (2018),stx,31400000.0,28500000.0,2018
the 15:17 to paris (2018),wb,36300000.0,20800000.0,2018
early man (2018),lgf,8300000.0,46400000.0,2018
peppermint (2018),stx,35400000.0,18400000.0,2018
teen titans go! to the movies (2018),wb,29800000.0,22300000.0,2018
slender man (2018),sgem,30600000.0,21200000.0,2018
breaking in (2018) (2018),uni.,46800000.0,4600000.0,2018
once upon a deadpool (2018),fox,6100000.0,44400000.0,2018
the son of bigfoot (2018),vpd,289000.0,46800000.0,2018
uncle drew (2018),lg/s,42500000.0,4200000.0,2018
tyler perry's acrimony (2018),lgf,43500000.0,2900000.0,2018
mary queen of scots (2018),focus,16500000.0,29900000.0,2018
the possession of hannah grace (2018),sgem,14800000.0,28200000.0,2018
overlord (2018),par.,21700000.0,20000000.0,2018
the darkest minds (2018),fox,12700000.0,28400000.0,2018
holmes and watson (2018),sony,30600000.0,9900000.0,2018
show dogs (2018),global road,17900000.0,21300000.0,2018
on the basis of sex (2018),focus,24600000.0,13600000.0,2018
namiya (2018),cl,70800.0,35300000.0,2018
the girl in the spider's web: a new dragon tattoo story (2018),sony,14800000.0,20300000.0,2018
the hate u give (2018),fox,29700000.0,5200000.0,2018
death wish (2018) (2018),mgm,34000000.0,19400000.0,2018
nobody's fool (2018),par.,31700000.0,1800000.0,2018
bad times at the el royale (2018),fox,17800000.0,14000000.0,2018
baaghi 2 (2018),fip,1300000.0,29900000.0,2018
the happytime murders (2018),stx,20700000.0,6800000.0,2018
midnight sun (2018),global road,9600000.0,17800000.0,2018
pad man (2018),sony,1700000.0,25600000.0,2018
monster family (2018),vpd,127000.0,26300000.0,2018
white boy rick (2018),studio 8,24000000.0,1900000.0,2018
winchester (2018),lgf,25100000.0,19400000.0,2018
the death of stalin (2018),ifc,8000000.0,16600000.0,2018
strangers: prey at night (2018),aviron,24600000.0,19400000.0,2018
"paul, apostle of christ (2018)",affirm,17600000.0,5500000.0,2018
padmaavat (2018),vpd,11800000.0,11100000.0,2018
proud mary (2018),sgem,20900000.0,876000.0,2018
superfly (2018),sony,20500000.0,236000.0,2018
if beale street could talk (2018),annapurna,14900000.0,5700000.0,2018
burn the stage: the movie (2018),trafalgar,4200000.0,16100000.0,2018
detective k: secret of the living dead (2018),wgusa,104000.0,18500000.0,2018
the wife (2018),spc,9600000.0,8600000.0,2018
hell fest (2018),lgf,11100000.0,7100000.0,2018
chappaquiddick (2018),entmp,17400000.0,591000.0,2018
they shall not grow old (2018),wb,18000000.0,19400000.0,2018
free solo (2018),nge,17500000.0,19400000.0,2018
the children act (2018),a24,548000.0,17000000.0,2018
beautiful boy (2018) (2018),amazon,7600000.0,8700000.0,2018
hunter killer (2018),lg/s,15800000.0,19400000.0,2018
tully (2018) (2018),focus,9400000.0,6300000.0,2018
unfriended: dark web (2018),bh tilt,8900000.0,6300000.0,2018
upgrade (2018),bh tilt,12000000.0,2400000.0,2018
unsane (2018),bst,7700000.0,6600000.0,2018
the sisters brothers (2018),annapurna,3100000.0,10000000.0,2018
welcome to marwen (2018),uni.,10800000.0,2100000.0,2018
hotel artemis (2018),global road,6700000.0,6000000.0,2018
marrowbone (2018),magn.,1400.0,12300000.0,2018
102 not out (2018),sony,1300000.0,10900000.0,2018
boy erased (2018),focus,6800000.0,5000000.0,2018
back to burgundy (2018),mbox,258000.0,11400000.0,2018
the bookshop (2018),greenwich,1600000.0,9900000.0,2018
the old man & the gun (2018),foxs,11300000.0,19400000.0,2018
gringo (2018),stx,5000000.0,6000000.0,2018
golden slumber (2018),cj,94500.0,10600000.0,2018
kin (2018),lgf,5700000.0,4300000.0,2018
the big bad fox and other tales (2018),gk,35800.0,9600000.0,2018
traffik (2018),lgf,9200000.0,336000.0,2018
can you ever forgive me? (2018),foxs,8800000.0,19400000.0,2018
7 days in entebbe (2018),focus,3300000.0,5400000.0,2018
pope francis - a man of his word (2018),focus,2000000.0,6600000.0,2018
condorito: la pelicula (2018),lgf,448000.0,8000000.0,2018
suspiria (2018),amazon,2500000.0,5400000.0,2018
disobedience (2018),bst,3500000.0,4400000.0,2018
qué león (what a lion) (2018),spanglish,2600000.0,5200000.0,2018
life itself (2018) (2018),amazon,4099999.0,3700000.0,2018
beirut (2018),bst,5000000.0,2500000.0,2018
return of the hero (2018),distrib.,37100.0,7300000.0,2018
soorma (2018),sony,390000.0,6200000.0,2018
the hurricane heist (2018),entmp,6100000.0,19400000.0,2018
every day (2018) (2018),orion,6100000.0,19400000.0,2018
leave no trace (2018),bst,6000000.0,19400000.0,2018
my hero academia: two heroes (2018),fun,5800000.0,19400000.0,2018
destroyer (2018),annapurna,1500000.0,4000000.0,2018
madame (2018),blue fox,91000.0,5300000.0,2018
colette (2018),bst,5100000.0,19400000.0,2018
blindspotting (2018),lg/s,4300000.0,530000.0,2018
cold war (2018) (2018),amazon,4600000.0,19400000.0,2018
papillon (2018) (2018),bst,2300000.0,2200000.0,2018
gotti (2018),ve,4300000.0,19400000.0,2018
the mercy (2018),scre.,29500.0,4200000.0,2018
hichki (2018),yash,330000.0,3900000.0,2018
ya veremos (2018),pnt,4200000.0,19400000.0,2018
don't worry he won't get far on foot (2018),amazon,1400000.0,2500000.0,2018
a private war (2018),aviron,1600000.0,2200000.0,2018
ben is back (2018),ratt.,3700000.0,19400000.0,2018
bad samaritan (2018),electric,3400000.0,19400000.0,2018
gauguin: voyage to tahiti (2018),cohen,200000.0,3100000.0,2018
shoplifters (2018),magn.,3300000.0,19400000.0,2018
the front runner (2018),sony,2000000.0,1200000.0,2018
2001: a space odyssey (2018 re-release) (2018),wb,3200000.0,19400000.0,2018
wildlife (2018),ifc,1100000.0,2000000.0,2018
la boda de valentina (2018),pnt,2800000.0,19400000.0,2018
you were never really here (2018),amazon,2500000.0,19400000.0,2018
billionaire boy's club (2018),ve,1300.0,2500000.0,2018
the rider (2018),spc,2400000.0,19400000.0,2018
mary and the witch's flower (2018),gk,2400000.0,19400000.0,2018
bilal: a new breed of hero (2018),ve,491000.0,1700000.0,2018
a fantastic woman (2018),spc,2000000.0,19400000.0,2018
met opera: la traviata (2018),fathom,1900000.0,19400000.0,2018
capernaum (2018),spc,1700000.0,19400000.0,2018
i still see you (2018),lgf,1400.0,1500000.0,2018
finding your feet (2018),ratt.,1400000.0,19400000.0,2018
never look away (2018),spc,1300000.0,19400000.0,2018
maria by callas (2018),spc,1300000.0,19400000.0,2018
mandy (2018),rlj,1200000.0,19400000.0,2018
andhadhun (2018),eros,1200000.0,19400000.0,2018
lean on pete (2018),a24,1200000.0,19400000.0,2018
nothing to lose (2018) (2018),swen,1000000.0,19400000.0,2018
raid (2018) (2018),eros,1000000.0,19400000.0,2018
the insult (2018),cohen,1000000.0,19400000.0,2018
little italy (2018),eone,990000.0,19400000.0,2018
the catcher was a spy (2018),ifc,725000.0,229000.0,2018
the miseducation of cameron post (2018),fr,905000.0,19400000.0,2018
kedarnath (2018),packyourbag,901000.0,19400000.0,2018
schindler's list (2018 re-release) (2018),uni.,833000.0,19400000.0,2018
mirai (2018),gk,813000.0,19400000.0,2018
beast (2018),ratt.,800000.0,19400000.0,2018
pokemon the movie: the power of us (2018),fathom,789000.0,19400000.0,2018
the party (2017) (2018),ratt.,750000.0,19400000.0,2018
burning (2018),wgusa,719000.0,19400000.0,2018
foxtrot (2018),spc,619000.0,19400000.0,2018
the sound of music (2018 re-release) (2018),fathom,616000.0,19400000.0,2018
the big lebowski (20th anniversary) (2018),fathom,583000.0,19400000.0,2018
manmarziyaan (2018),eros,567000.0,19400000.0,2018
loveless (2018) (2018),spc,566000.0,19400000.0,2018
tommy wiseau's the room (2018),fathom,550000.0,19400000.0,2018
fireworks (2018) (2018),gk,525000.0,19400000.0,2018
the spy gone north (2018),cj,501000.0,19400000.0,2018
the happy prince (2018),spc,466000.0,19400000.0,2018
final portrait (2018),spc,462000.0,19400000.0,2018
bag of marbles (2018),gaum.,411000.0,19400000.0,2018
vertigo (60th anniversary) (2018),fathom,394000.0,19400000.0,2018
oh lucy! (2018),fm,375000.0,19400000.0,2018
mountain (2018),greenwich,365000.0,19400000.0,2018
time freak (2018),grindstone,10000.0,256000.0,2018
what they had (2018),bst,260000.0,19400000.0,2018
batti gul meter chalu (2018),eros,250000.0,19400000.0,2018
borg vs. mcenroe (2018),neon,231000.0,19400000.0,2018
matangi/maya/m.i.a. (2018),abr.,231000.0,19400000.0,2018
mazinger z: infinity (2018),fathom,221000.0,19400000.0,2018
fate/stay night: heaven's feel - i. presage flower (2018),fathom,194000.0,19400000.0,2018
summer 1993 (2018),osci.,186000.0,19400000.0,2018
maquia: when the promised flower blooms (subtitled) (2018),elev.,186000.0,19400000.0,2018
karwaan (2018),packyourbag,182000.0,19400000.0,2018
last letter (2018),cl,181000.0,19400000.0,2018
the accidental detective 2: in action (2018),cj,179000.0,19400000.0,2018
the guardians (2018),mbox,177000.0,19400000.0,2018
luis & the aliens (2018),vpd,170000.0,19400000.0,2018
double lover (2018),cohen,168000.0,19400000.0,2018
ghost stories (2018),ifc,149000.0,19400000.0,2018
museo (2018),vita.,149000.0,19400000.0,2018
the little mermaid (2018) (2018),conglomerate,147000.0,19400000.0,2018
the young karl marx (2018),orch.,126000.0,19400000.0,2018
becoming astrid (2018),mbox,120000.0,19400000.0,2018
ryuichi sakamoto: coda (2018),mubi,117000.0,19400000.0,2018
gonjiam: haunted asylum (2018),wgusa,115000.0,19400000.0,2018
take point (2018),cj,112000.0,19400000.0,2018
the dawn wall (2018),orch.,112000.0,19400000.0,2018
the negotiation (2018),cj,111000.0,19400000.0,2018
the captain (2018),mbox,109000.0,19400000.0,2018
mary shelley (2018),ifc,109000.0,19400000.0,2018
in between (2018),fm,108000.0,19400000.0,2018
namaste england (2018),eros,104000.0,19400000.0,2018
happy phirr bhag jayegi (2018),eros,103000.0,19400000.0,2018
ismael's ghosts (2018),magn.,103000.0,19400000.0,2018
revenge (2018) (2018),neon,102000.0,19400000.0,2018
unstoppable (2018) (2018),wgusa,101000.0,19400000.0,2018
reign of judges: title of liberty - concept short (2018),darin southa,93200.0,5200.0,2018
the third murder (2018),fm,89300.0,19400000.0,2018
the house that jack built (2018),ifc,88000.0,19400000.0,2018
custody (2018),kl,83900.0,19400000.0,2018
godard mon amour (2018),cohen,82300.0,19400000.0,2018
just a breath away (2018),eone,78000.0,19400000.0,2018
mukkabaaz (2018),eros,75900.0,19400000.0,2018
keys to the heart (2018),cj,75100.0,19400000.0,2018
tehran taboo (2018),kl,74800.0,19400000.0,2018
the last suit (2018),outf,73500.0,19400000.0,2018
"nico, 1988 (2018)",magn.,73300.0,19400000.0,2018
antonio lopez 1970: sex fashion & disco (2018),fm,43200.0,30000.0,2018
helicopter eela (2018),eros,72000.0,19400000.0,2018
under the tree (2018),magn.,67600.0,19400000.0,2018
before we vanish (2018),super,52100.0,19400000.0,2018
i am not a witch (2018),fm,50900.0,19400000.0,2018
racer & the jailbird (2018),super,46300.0,19400000.0,2018
rodin (2018),cohen,44300.0,19400000.0,2018
what will people say (2018),kl,44200.0,19400000.0,2018
a ciambra (2018),ifc,41900.0,19400000.0,2018
oolong courtyard (2018),cl,37700.0,19400000.0,2018
girls vs gangsters (2018),wgusa,37100.0,19400000.0,2018
"no date, no signature (2018)",distrib.,36400.0,19400000.0,2018
the apparition (2018) (2018),mbox,28300.0,19400000.0,2018
the charmer (2018),fm,26200.0,19400000.0,2018
elliot: the littlest reindeer (2018),scre.,24300.0,19400000.0,2018
the workshop (2018),strand,22100.0,19400000.0,2018
loving pablo (2018),uni.,22000.0,19400000.0,2018
a paris education (2018),kl,21600.0,19400000.0,2018
tag along: the devil fish (2018),cl,20700.0,19400000.0,2018
gabriel and the mountain (2018),strand,18400.0,19400000.0,2018
marlina the murderer in four acts (2018),icar.,17800.0,19400000.0,2018
the escape (2018),ifc,14000.0,19400000.0,2018
how victor 'the garlic' took alexey 'the stud' to the nursing home (2018),carusel,13000.0,19400000.0,2018
"lou andreas-salomé, the audacity to be free (2018)",cls,12900.0,19400000.0,2018
