title,studio,domestic_gross,foreign_gross,year
the homesman (2014),saban,2400000.0,19400000.0,2014
blood ties (2014) (2014),ratt.,42500.0,2400000.0,2014
the guest (2014) (2014),ph,333000.0,2000000.0,2014
life of riley (2014),kl,11600.0,2300000.0,2014
ode to my father (2014),cj,2300000.0,19400000.0,2014
love is strange (2014),spc,2300000.0,19400000.0,2014
marius (2014),kl,9800.0,2200000.0,2014
"men, women & children (2014)",par.,706000.0,1500000.0,2014
2 states (2014),utv,2200000.0,19400000.0,2014
nymphomaniac: volume ii (2014),magn.,327000.0,1900000.0,2014
le week-end (2014),mbox,2200000.0,19400000.0,2014
gloria (2014) (2014),ratt.,2100000.0,19400000.0,2014
"20,000 days on earth (2014)",drft.,280000.0,1800000.0,2014
only lovers left alive (2014),spc,1900000.0,19400000.0,2014
tusk (2014),a24,1800000.0,19400000.0,2014
awake: the life of yogananda (2014),cf&sr,1500000.0,19400000.0,2014
fed up (2014),rtwc,1500000.0,19400000.0,2014
finding vivian maier (2014),ifc,1500000.0,19400000.0,2014
make your move (2014),htr,125000.0,1300000.0,2014
bright days ahead (2014),trib.,21800.0,1400000.0,2014
locke (2014),a24,1400000.0,19400000.0,2014
force majeure (2014),magn.,1400000.0,19400000.0,2014
postman pat: the movie (2014),shout!,1500.0,1300000.0,2014
just a sigh (2014),distrib.,75500.0,1200000.0,2014
jai ho (2014),eros,1300000.0,19400000.0,2014
for a woman (2014),fm,32299.0,1200000.0,2014
singham returns (2014),eros,1200000.0,19400000.0,2014
why don't you play in hell (2014),drft.,28500.0,1200000.0,2014
the remaining (2014),triu,1200000.0,19400000.0,2014
the way he looks (2014),strand,101000.0,1100000.0,2014
ilo ilo (2014),fm,56800.0,1100000.0,2014
hector and the search for happiness (2014),rela.,1100000.0,19400000.0,2014
leviathan (2014) (2014),spc,1100000.0,19400000.0,2014
the captive (2014),a24,1100000.0,19400000.0,2014
laggies (2014),a24,1100000.0,19400000.0,2014
jackpot (2014),dr,800.0,1100000.0,2014
haider (2014),utv,1000000.0,19400000.0,2014
third person (2014),spc,1000000.0,19400000.0,2014
borgman (2014),drft.,57500.0,952000.0,2014
the disappearance of eleanor rigby (2014),wein.,588000.0,397000.0,2014
shaadi ke side effects (2014),eros,921000.0,19400000.0,2014
song of the sea (2014),gk,858000.0,19400000.0,2014
kochadaiiyaan (2014),eros,817000.0,19400000.0,2014
age of uprising: the legend of michael kohlhaas (u.s. only) (2014),mbox,3300.0,797000.0,2014
the zero theorem (2014),ampl.,258000.0,513000.0,2014
palo alto (2014),trib.,768000.0,19400000.0,2014
ek villain (2014),eros,731000.0,19400000.0,2014
khoobsurat (2014),utv,711000.0,19400000.0,2014
holiday (2014) (2014),relbig.,707000.0,19400000.0,2014
hasee toh phasee (2014),relbig.,646000.0,19400000.0,2014
frank (2014),magn.,645000.0,19400000.0,2014
mary kom (2014),eros,621000.0,19400000.0,2014
the signal (2014) (2014),focus,601000.0,19400000.0,2014
back in time (congcong nanian) (2014),cl,569000.0,19400000.0,2014
highway (2014) (2014),utv,529000.0,19400000.0,2014
dom hemingway (2014),foxs,524000.0,19400000.0,2014
the one i love (2014),rtwc,513000.0,19400000.0,2014
archipelago (2014),kl,7800.0,492000.0,2014
a girl walks home alone at night (2014),kl,492000.0,19400000.0,2014
the congress (2014),drft.,138000.0,318000.0,2014
in secret (2014),ratt.,444000.0,19400000.0,2014
bjork - biophilia live (2014),cp,128000.0,306000.0,2014
but always (yi sheng yi shi) (2014),cl,431000.0,19400000.0,2014
beijing love story (2014),cl,428000.0,19400000.0,2014
goodbye to language (2014),kl,390000.0,19400000.0,2014
humpty sharma ki dulhania (2014),relbig.,380000.0,19400000.0,2014
women who flirt (sajiao nvren) (2014),cl,375000.0,19400000.0,2014
joe (2014) (2014),ratt.,373000.0,19400000.0,2014
omar (2014),af,356000.0,19400000.0,2014
the face of love (2014),ifc,350000.0,19400000.0,2014
jimi: all is by my side (2014),xl,341000.0,19400000.0,2014
i origins (2014),foxs,336000.0,19400000.0,2014
the last sentence (2014),mbox,62500.0,265000.0,2014
on my way (2014),cohen,317000.0,19400000.0,2014
happy ending (2014),eros,314000.0,19400000.0,2014
i am eleven (2014),proud,310000.0,19400000.0,2014
7 boxes (2014),bgp,38100.0,267000.0,2014
the dance of reality (2014),abk.,294000.0,19400000.0,2014
elsa & fred (2014) (2014),mne,286000.0,19400000.0,2014
main tera hero (2014),eros,275000.0,19400000.0,2014
night moves (2014),cdgm.,272000.0,19400000.0,2014
love on the cloud (wei ai) (2014),cl,272000.0,19400000.0,2014
life of crime (2014),ratt.,265000.0,19400000.0,2014
the green prince (2014),mbox,258000.0,19400000.0,2014
action jackson (2014) (2014),eros,257000.0,19400000.0,2014
the blue room (2014),ifc,255000.0,19400000.0,2014
tazza: the hidden card (2014),cj,252000.0,19400000.0,2014
james cameron's deepsea challenge 3d (2014),dla,236000.0,19400000.0,2014
gabrielle (2014) (2014),eone,5500.0,222000.0,2014
the breakup guru (2014),cl,209000.0,19400000.0,2014
bethlehem (2014),af,202000.0,19400000.0,2014
the double (2014) (2014),magn.,200000.0,19400000.0,2014
listen up philip (2014),trib.,200000.0,19400000.0,2014
we are the best! (2014),magn.,181000.0,19400000.0,2014
that demon within (2014),cl,172000.0,19400000.0,2014
god's pocket (2014),ifc,170000.0,19400000.0,2014
unrelated (2014),kl,4500.0,154000.0,2014
the polar express (2014 re-issue) (2014),wb,139000.0,19400000.0,2014
may in the summer (2014),cohen,22000.0,112000.0,2014
the jewish cardinal (2014),fm,134000.0,19400000.0,2014
zero motivation (2014),zeit.,116000.0,19400000.0,2014
life's a breeze (2014),magn.,3500.0,99700.0,2014
the golden era (2014),cl,103000.0,19400000.0,2014
god help the girl (2014),ampl.,103000.0,19400000.0,2014
the best offer (2014),ifc,100000.0,19400000.0,2014
child's pose (2014),zeit.,97200.0,19400000.0,2014
cuban fury (2014),eone,92400.0,19400000.0,2014
girl on a bicycle (2014),mont.,91400.0,19400000.0,2014
breathe in (2014),cohen,89700.0,19400000.0,2014
life after beth (2014),a24,88300.0,19400000.0,2014
advanced style (2014),b360,87900.0,19400000.0,2014
better living through chemistry (2014),gold.,75100.0,19400000.0,2014
for no good reason (2014),spc,67400.0,19400000.0,2014
the notebook (2014) (2014),spc,66600.0,19400000.0,2014
heropanti (2014),utv,63600.0,19400000.0,2014
no tears for the dead (2014),cj,63100.0,19400000.0,2014
young and beautiful (2014),ifc,61100.0,19400000.0,2014
siddharth (2014),zeit.,60500.0,19400000.0,2014
walk of shame (2014),fcw,59200.0,19400000.0,2014
the conformist (2014 re-release) (2014),kl,58700.0,19400000.0,2014
rudderless (2014),gold.,58300.0,19400000.0,2014
the rocket (2014) (2014),kl,56800.0,19400000.0,2014
in bloom (2014),bwp,56100.0,19400000.0,2014
starred up (2014),trib.,54900.0,19400000.0,2014
half of a yellow sun (2014),mont.,54500.0,19400000.0,2014
hateship loveship (2014),ifc,54000.0,19400000.0,2014
"1,000 times good night (2014)",fm,53900.0,19400000.0,2014
the missing picture (2014),strand,52200.0,19400000.0,2014
decoding annie parker (2014),eone,48400.0,19400000.0,2014
alphaville (2013 re-release) (2014),rialto,47700.0,19400000.0,2014
return to the hiding place (2014),sea,45400.0,19400000.0,2014
policeman (2014),crnth,11300.0,27000.0,2014
white bird in a blizzard (2014),magn.,33800.0,19400000.0,2014
the hero of color city (2014),magn.,32200.0,19400000.0,2014
bird people (2014),ifc,32100.0,19400000.0,2014
closed curtain (2014),vari.,28100.0,19400000.0,2014
lilting (2014),strand,27100.0,19400000.0,2014
adult world (2014),ifc,25400.0,19400000.0,2014
a tale of winter (conte d'hiver) (2014),bwp,23300.0,19400000.0,2014
the decent one (2014),kl,21300.0,19400000.0,2014
guardian angel (2014),rme,19500.0,19400000.0,2014
tasting menu (2014),magn.,18700.0,19400000.0,2014
two night stand (2014),eone,18600.0,19400000.0,2014
burning bush (2014),kl,16700.0,19400000.0,2014
horses of god (2014),kl,14800.0,19400000.0,2014
13 sins (2014),rtwc,13800.0,19400000.0,2014
camp x-ray (2014),ifc,13300.0,19400000.0,2014
special id (2014),wgusa,12700.0,19400000.0,2014
wolves (2014),ke,12100.0,19400000.0,2014
falcon rising (2014),free,11800.0,19400000.0,2014
you're not you (2014),eone,11500.0,19400000.0,2014
the amazing catfish (2014),strand,11300.0,19400000.0,2014
stray dogs (2014),cgld,10400.0,19400000.0,2014
canopy (2014),mont.,8500.0,19400000.0,2014
love is in the air (2014),fcw,8400.0,19400000.0,2014
empty hours (2014),strand,8200.0,19400000.0,2014
rigor mortis (2014),wgusa,7900.0,19400000.0,2014
the little bedroom (2014),cls,7400.0,19400000.0,2014
very good girls (2014),wgusa,6900.0,19400000.0,2014
pioneer (2014),magn.,6900.0,19400000.0,2014
life of a king (2014),mne,6500.0,19400000.0,2014
the strange little cat (2014),ks,5900.0,19400000.0,2014
"2 autumns, 3 winters (2014)",fm,5800.0,19400000.0,2014
the devil's hand (2014),ratt.,5700.0,19400000.0,2014
anna (2014),ve,4300.0,19400000.0,2014
open windows (2014),cdgm.,1800.0,19400000.0,2014
mr. pip (2014),free,1700.0,19400000.0,2014
star wars: the force awakens (2015),bv,936700000.0,1131.6,2015
jurassic world (2015),uni.,652300000.0,1019.4,2015
furious 7 (2015),uni.,353000000.0,1163.0,2015
avengers: age of ultron (2015),bv,459000000.0,946400000.0,2015
minions (2015),uni.,336000000.0,823400000.0,2015
spectre (2015),sony,200100000.0,680600000.0,2015
inside out (2015),bv,356500000.0,501100000.0,2015
mission: impossible - rogue nation (2015),par.,195000000.0,487700000.0,2015
the hunger games: mockingjay - part 2 (2015),lgf,281700000.0,371700000.0,2015
the martian (2015),fox,228400000.0,401700000.0,2015
fifty shades of grey (2015),uni.,166200000.0,404800000.0,2015
cinderella (2015) (2015),bv,201200000.0,342400000.0,2015
the revenant (2015),fox,183600000.0,349300000.0,2015
ant-man (2015),bv,180200000.0,339100000.0,2015
hotel transylvania 2 (2015),sony,169700000.0,305100000.0,2015
san andreas (2015),wb (nl),155200000.0,318800000.0,2015
terminator: genisys (2015),par.,89800000.0,350800000.0,2015
kingsman: the secret service (2015),fox,128300000.0,286100000.0,2015
home (2015) (2015),fox,177400000.0,208600000.0,2015
mad max: fury road (2015),wb,153600000.0,224800000.0,2015
the good dinosaur (2015),bv,123100000.0,209100000.0,2015
taken 3 (2015),fox,89300000.0,237200000.0,2015
the spongebob movie: sponge out of water (2015),par.,163000000.0,162200000.0,2015
maze runner: the scorch trials (2015),fox,81700000.0,230600000.0,2015
the divergent series: insurgent (2015),lg/s,130199999.0,167100000.0,2015
pitch perfect 2 (2015),uni.,184300000.0,103200000.0,2015
paddington (2015),w/dim.,76300000.0,191800000.0,2015
mojin: the lost legend (2015),wgusa,1200000.0,258100000.0,2015
lost in hong kong (2015),wgusa,1300000.0,255000000.0,2015
the peanuts movie (2015),fox,130199999.0,116100000.0,2015
pixels (2015),sony,78700000.0,166100000.0,2015
daddy's home (2015),par.,150400000.0,92400000.0,2015
spy (2015),fox,110800000.0,124800000.0,2015
alvin and the chipmunks: the road chip (2015),fox,85900000.0,148900000.0,2015
goodbye mr. loser (2015),cl,1300000.0,226800000.0,2015
ted 2 (2015),uni.,81500000.0,135200000.0,2015
tomorrowland (2015),bv,93400000.0,115700000.0,2015
everest (2015) (2015),uni.,43500000.0,159900000.0,2015
straight outta compton (2015),uni.,161200000.0,40400000.0,2015
the intern (2015),wb,75800000.0,118800000.0,2015
jupiter ascending (2015),wb,47400000.0,136600000.0,2015
creed (2015),wb (nl),109800000.0,63800000.0,2015
fantastic four (2015),fox,56100000.0,111900000.0,2015
bridge of spies (2015),bv,72300000.0,93200000.0,2015
focus (2015) (2015),wb,53900000.0,105200000.0,2015
the hateful eight (2015),wein.,54100000.0,101600000.0,2015
goosebumps (2015),sony,80100000.0,70100000.0,2015
the last witch hunter (2015),lg/s,27400000.0,119600000.0,2015
the taking of tiger mountain (2015),wgusa,229000.0,141400000.0,2015
trainwreck (2015),uni.,110200000.0,30600000.0,2015
mr. six (2015),cl,1400000.0,137800000.0,2015
point break (2015) (2015),wb,28800000.0,104900000.0,2015
the big short (2015),par.,70300000.0,63200000.0,2015
pan (2015),wb,35100000.0,93300000.0,2015
wolf totem (2015),sony,211000.0,125600000.0,2015
magic mike xxl (2015),wb,66000000.0,56500000.0,2015
dragon blade (2015),lgp,74100.0,121500000.0,2015
seventh son (2015),uni.,17200000.0,97000000.0,2015
insidious chapter 3 (2015),focus,52200000.0,60800000.0,2015
get hard (2015),wb,90400000.0,21400000.0,2015
the man from u.n.c.l.e. (2015),wb,45400000.0,64400000.0,2015
paul blart: mall cop 2 (2015),sony,71000000.0,36600000.0,2015
shaun the sheep movie (2015),lgf,19400000.0,86800000.0,2015
sisters (2015),uni.,87000000.0,18000000.0,2015
vacation (2015),wb (nl),58900000.0,46000000.0,2015
chappie (2015),sony,31600000.0,70500000.0,2015
joy (2015),fox,56500000.0,44700000.0,2015
black mass (2015),wb,62600000.0,37200000.0,2015
devil and angel (e gun tian shi) (2015),cl,131000.0,98500000.0,2015
the visit (2015),uni.,65200000.0,33200000.0,2015
spotlight (2015),orf,45100000.0,53200000.0,2015
poltergeist (2015) (2015),fox,47400000.0,48000000.0,2015
in the heart of the sea (2015),wb,25000000.0,68900000.0,2015
southpaw (2015),wein.,52400000.0,39500000.0,2015
the second best exotic marigold hotel (2015),foxs,33100000.0,52900000.0,2015
paper towns (2015),fox,32000000.0,53500000.0,2015
sicario (2015),lgf,46900000.0,38000000.0,2015
hitman: agent 47 (2015),fox,22500000.0,59900000.0,2015
the wedding ringer (2015),sgem,64500000.0,15300000.0,2015
paranormal activity: the ghost dimension (2015),par.,18300000.0,60600000.0,2015
crimson peak (2015),uni.,31100000.0,43600000.0,2015
the transporter refueled (2015),ec,16000000.0,56600000.0,2015
run all night (2015),wb,26500000.0,45200000.0,2015
war room (2015),tris,67800000.0,19400000.0,2015
the age of adaline (2015),lgf,42600000.0,23000000.0,2015
the danish girl (2015),focus,11100000.0,53100000.0,2015
unfriended (2015),uni.,32500000.0,31600000.0,2015
the longest ride (2015),fox,37400000.0,25500000.0,2015
brooklyn (2015),foxs,38300000.0,23800000.0,2015
dragon ball z: resurrection 'f' (2015),fun,8000000.0,53800000.0,2015
woman in gold (2015),wein.,33299999.0,28300000.0,2015
krampus (2015),uni.,42700000.0,18800000.0,2015
the walk (2015),tris,10100000.0,51000000.0,2015
the perfect guy (2015),sgem,57000000.0,3200000.0,2015
the gift (2015) (2015),stx,43800000.0,15200000.0,2015
no escape (2015),wein.,27300000.0,27100000.0,2015
sinister 2 (2015),focus,27700000.0,25100000.0,2015
prem ratan dhan payo (2015),fip,4400000.0,48200000.0,2015
the boy next door (2015),uni.,35400000.0,17000000.0,2015
the night before (2015),sony,43000000.0,9300000.0,2015
hot pursuit (2015),wb (nl),34600000.0,17100000.0,2015
the 100-year old man who climbed out the window and disappeared (2015),mbox,944000.0,50200000.0,2015
the himalayas (2015),cj,697000.0,49800000.0,2015
entourage (2015),wb,32400000.0,16900000.0,2015
the woman in black 2: angel of death (2015),rela.,26500000.0,22400000.0,2015
concussion (2015) (2015),sony,34500000.0,14100000.0,2015
mortdecai (2015),lgf,7700000.0,39600000.0,2015
coming home (2015) (2015),spc,378000.0,46400000.0,2015
"mcfarland, usa (2015)",bv,44500000.0,1200000.0,2015
max (2015) (2015),wb,42700000.0,1300000.0,2015
still alice (2015),spc,18800000.0,25100000.0,2015
the duff (2015),lgf,34000000.0,9500000.0,2015
legend (2015),uni.,1900000.0,41100000.0,2015
the gallows (2015),wb (nl),22800000.0,20200000.0,2015
love the coopers (2015),lgf,26300000.0,16100000.0,2015
the lady in the van (2015),spc,10000000.0,31400000.0,2015
ricki and the flash (2015),tris,26800000.0,14500000.0,2015
carol (2015),wein.,12700000.0,27600000.0,2015
the lazarus effect (2015),rela.,25800000.0,12600000.0,2015
the water diviner (2015),wb,4200000.0,34000000.0,2015
a walk in the woods (2015),bg,29500000.0,8000000.0,2015
ex machina (2015),a24,25400000.0,11400000.0,2015
burnt (2015),wein.,13700000.0,23000000.0,2015
room (2015),a24,14700000.0,20700000.0,2015
the secret in their eyes (2015) (2015),stx,20200000.0,14700000.0,2015
steve jobs (2015),uni.,17800000.0,16700000.0,2015
victor frankenstein (2015),fox,5800000.0,28500000.0,2015
project almanac (2015),par.,22300000.0,10900000.0,2015
self/less (2015),focus,12300000.0,18200000.0,2015
far from the madding crowd (2015),foxs,12200000.0,18000000.0,2015
mr. holmes (2015),ratt.,17700000.0,11600000.0,2015
love & mercy (2015),ratt.,12600000.0,16100000.0,2015
irrational man (2015),spc,4000000.0,23400000.0,2015
american ultra (2015),lgf,14400000.0,12700000.0,2015
wild tales (2015),spc,3100000.0,23900000.0,2015
aloha (2015),sony,21100000.0,5200000.0,2015
"love, rosie (2015)",tfa,20400.0,25600000.0,2015
the 33 (2015),wb,12200000.0,12700000.0,2015
capture the flag (2015),par.,6700.0,24600000.0,2015
the gunman (2015),orf,10700000.0,13500000.0,2015
go away mr. tumor (2015),cl,287000.0,21500000.0,2015
black or white (2015),rela.,21600000.0,19400000.0,2015
blackhat (2015),uni.,8000000.0,11600000.0,2015
dope (2015),orf,17500000.0,480000.0,2015
brothers: blood against blood (2015),fip,614000.0,17200000.0,2015
while we're young (2015),a24,7600000.0,9700000.0,2015
monkey kingdom (2015),bv,16399999.0,711000.0,2015
macbeth (2015) (2015),wein.,1100000.0,15200000.0,2015
scouts guide to the zombie apocalypse (2015),par.,3700000.0,12400000.0,2015
suffragette (2015),focus,4700000.0,11300000.0,2015
it follows (2015),rtwc,14700000.0,19400000.0,2015
unfinished business (2015),fox,10200000.0,4200000.0,2015
do you believe? (2015),pfr,13000000.0,1400000.0,2015
woodlawn (2015),pfr,14400000.0,19400000.0,2015
strange magic (2015),bv,12400000.0,1200000.0,2015
hot tub time machine 2 (2015),par.,12300000.0,767000.0,2015
child 44 (2015),lg/s,1200000.0,11700000.0,2015
we are your friends (2015),wb,3600000.0,7500000.0,2015
danny collins (2015),bst,5600000.0,5200000.0,2015
kung fu killer (2015),wgusa,130000.0,10000000.0,2015
a little chaos (2015),fcw,558000.0,9500000.0,2015
the loft (2015),orf,6000000.0,4099999.0,2015
the young & prodigious t.s. spivet (2015),wein.,174000.0,9300000.0,2015
shanghai (2015),wein.,46400.0,9200000.0,2015
un gallo con muchos huevos (2015),lgf,9100000.0,19400000.0,2015
me and earl and the dying girl (2015),foxs,6800000.0,2300000.0,2015
amy (2015),a24,8400000.0,19400000.0,2015
shaandaar (2015),fip,522000.0,7800000.0,2015
trumbo (2015) (2015),bst,7900000.0,378000.0,2015
bajrangi bhaijaan (2015),eros,8199999.0,19400000.0,2015
i'll see you in my dreams (2015),bst,7400000.0,19400000.0,2015
the green inferno (2015),bh tilt,7200000.0,19400000.0,2015
grandma (2015) (2015),spc,7000000.0,107000.0,2015
our brand is crisis (2015) (2015),wb,7000000.0,19400000.0,2015
baahubali: the beginning (2015),bsc,6700000.0,19400000.0,2015
bajirao mastani (2015),eros,6600000.0,19400000.0,2015
little boy (2015),orf,6500000.0,19400000.0,2015
what we do in the shadows (2015),u/p,3500000.0,2800000.0,2015
anomalisa (2015),par.,3800000.0,1900000.0,2015
pawn sacrifice (2015),bst,2400000.0,3100000.0,2015
serena (2015),magn.,176000.0,4900000.0,2015
mr. x (2015),fip,45000.0,5000000.0,2015
dilwale (2015),utv,4900000.0,19400000.0,2015
back to the future day (2015),uhe,1700000.0,3200000.0,2015
trash (2015),fcw,17500.0,4800000.0,2015
true story (2015),foxs,4700000.0,19400000.0,2015
"buen dia, ramon (2015)",fip,154000.0,4500000.0,2015
hamari adhuri kahani (2015),fip,235000.0,4200000.0,2015
45 years (2015),ifc,4200000.0,19400000.0,2015
escobar: paradise lost (2015),rtwc,196000.0,3600000.0,2015
spare parts (2015),lgf,3600000.0,19400000.0,2015
learning to drive (2015),bg,3400000.0,19400000.0,2015
by the sea (2015),uni.,538000.0,2800000.0,2015
sleeping with other people (2015),ifc,819000.0,2400000.0,2015
phoenix (2015) (2015),ifc,3200000.0,19400000.0,2015
jimmy's hall (2015),spc,561000.0,2600000.0,2015
dil dhadakne do (2015),eros,3100000.0,19400000.0,2015
ladrones (2015),lgf,3100000.0,19400000.0,2015
remember (canada release) (2015),eone,547000.0,2500000.0,2015
tanu weds manu returns (2015),eros,3000000.0,19400000.0,2015
rock the kasbah (2015),orf,3000000.0,19400000.0,2015
the end of the tour (2015),a24,3000000.0,19400000.0,2015
captive (2015) (2015),par.,2600000.0,218000.0,2015
he named me malala (2015),foxs,2700000.0,97100.0,2015
youth (2015),foxs,2700000.0,19400000.0,2015
chi-raq (2015),ratt.,2700000.0,19400000.0,2015
truth (2015),spc,2500000.0,19400000.0,2015
mistress america (2015),foxs,2500000.0,19400000.0,2015
jem and the holograms (2015),uni.,2200000.0,149000.0,2015
beloved sisters (2015),mbox,54000.0,2200000.0,2015
the riot club (2015),ifc,7700.0,2100000.0,2015
tamasha (2015),utv,2100000.0,19400000.0,2015
cake (2015),clf,2000000.0,19400000.0,2015
assassination (2015) (2015),wgusa,1900000.0,19400000.0,2015
clouds of sils maria (2015),ifc,1900000.0,19400000.0,2015
testament of youth (2015),spc,1800000.0,19400000.0,2015
piku (2015),yash,1800000.0,19400000.0,2015
the vatican tapes (2015),lgf,1800000.0,19400000.0,2015
son of saul (2015),spc,1800000.0,19400000.0,2015
janis: little girl blue (2015),fr,410000.0,1200000.0,2015
'71 (2015),ratt.,1300000.0,355000.0,2015
the diary of a teenage girl (2015),spc,1500000.0,19400000.0,2015
i (2015) (2015),aaf,1400000.0,19400000.0,2015
infinitely polar bear (2015),spc,1400000.0,19400000.0,2015
99 homes (2015),bg,1400000.0,19400000.0,2015
welcome back (2015),eros,1400000.0,19400000.0,2015
the salt of the earth (2015),spc,1300000.0,19400000.0,2015
maps to the stars (2015),fcw,351000.0,988000.0,2015
iris (2015) (2015),magn.,1300000.0,19400000.0,2015
the wolfpack (2015),magn.,1300000.0,19400000.0,2015
veteran (2015),cj,1200000.0,19400000.0,2015
goodnight mommy (2015),rtwc,1200000.0,19400000.0,2015
black sea (2015),focus,1200000.0,19400000.0,2015
miss you already (2015),ratt.,1200000.0,19400000.0,2015
where hope grows (2015),ratt.,1200000.0,19400000.0,2015
cartel land (2015),orch.,704000.0,422000.0,2015
timbuktu (2015),cohen,1100000.0,19400000.0,2015
dior and i (2015),orch.,1000000.0,19400000.0,2015
5 flights up (2015),fcw,1000000.0,19400000.0,2015
big stone gap (2015),ph,1000000.0,19400000.0,2015
gett: the trial of viviane amsalem (2015),mbox,988000.0,19400000.0,2015
boruto: naruto the movie (2015),elev.,920000.0,19400000.0,2015
singh is bling (2015),eros,919000.0,19400000.0,2015
abcd (any body can dance) 2 (2015),utv,892000.0,19400000.0,2015
mustang (2015),cohen,845000.0,19400000.0,2015
labyrinth of lies (2015),spc,794000.0,19400000.0,2015
the d train (2015),ifc,673000.0,102000.0,2015
seymour: an introduction (2015),ifc,744000.0,19400000.0,2015
tangerine (2015),magn.,702000.0,19400000.0,2015
red army (2015),spc,695000.0,19400000.0,2015
the stanford prison experiment (2015),ifc,661000.0,19400000.0,2015
the assassin (2015),wgusa,633000.0,19400000.0,2015
"kumiko, the treasure hunter (2015)",ampl.,623000.0,19400000.0,2015
welcome to me (2015),alc,609000.0,19400000.0,2015
black panthers: vanguard of the revolution (2015),pbs,517000.0,67200.0,2015
detective byomkesh bakshy (2015),yash,579000.0,19400000.0,2015
freeheld (2015),lgf,573000.0,19400000.0,2015
when marnie was there (2015),gk,561000.0,19400000.0,2015
gabbar is back (2015),eros,535000.0,19400000.0,2015
the last - naruto the movie (2015),elev.,524000.0,19400000.0,2015
peggy guggenheim art addict (2015),sd,498000.0,19400000.0,2015
phantom (2015) (2015),utv,490000.0,19400000.0,2015
somewhere only we know (2015),cl,482000.0,19400000.0,2015
let's get married (2015),cl,463000.0,19400000.0,2015
bombay velvet (2015),fip,451000.0,19400000.0,2015
attack on titan: part 1 (2015),fun,450000.0,19400000.0,2015
the third man (2015 re-release) (2015),rialto,449000.0,19400000.0,2015
saint laurent (2015),spc,429000.0,19400000.0,2015
listen to me marlon (2015),sho,426000.0,19400000.0,2015
heart of a dog (2015),abr.,421000.0,19400000.0,2015
the witness (wo shi zheng ren) (2015),cl,418000.0,19400000.0,2015
unbranded (2015),grav.,410000.0,19400000.0,2015
the second mother (2015),osci.,377000.0,19400000.0,2015
kahlil gibran's the prophet (gathr) (2015),gathr,370000.0,19400000.0,2015
katti batti (2015),utv,365000.0,19400000.0,2015
kahlil gibran's the prophet (2015),gk,355000.0,19400000.0,2015
effie gray (2015),af,353000.0,19400000.0,2015
noble (2015),asp.,347000.0,19400000.0,2015
northern limit line (2015),wgusa,338000.0,19400000.0,2015
shamitabh (2015),eros,325000.0,19400000.0,2015
jafar panahi's taxi (2015),kl,322000.0,19400000.0,2015
good kill (2015),ifc,316000.0,19400000.0,2015
running man (2015) (2015),cl,311000.0,19400000.0,2015
attack on titan: part 2 (2015),fun,306000.0,19400000.0,2015
theeb (2015),fm,283000.0,19400000.0,2015
white god (2015),magn.,282000.0,19400000.0,2015
a borrowed identity (2015),strand,282000.0,19400000.0,2015
in the name of my daughter (2015),cohen,278000.0,19400000.0,2015
hitchcock/truffaut (2015),cohen,260000.0,19400000.0,2015
love (2015) (2015),alc,249000.0,19400000.0,2015
tevar (2015),eros,236000.0,19400000.0,2015
20 once again (2015),cj,235000.0,19400000.0,2015
slow west (2015),a24,229000.0,19400000.0,2015
a royal night out (2015),adc,228000.0,19400000.0,2015
a pigeon sat on a branch reflecting on existence (2015),magn.,223000.0,19400000.0,2015
pyaar ka punchnama 2 (2015),rel.,223000.0,19400000.0,2015
fall in love like a star (2015),cl,213000.0,19400000.0,2015
dark places (2015),a24,209000.0,19400000.0,2015
heneral luna (2015),abr.,206000.0,19400000.0,2015
gemma bovery (2015),mbox,192000.0,19400000.0,2015
the connection (2015),drft.,191000.0,19400000.0,2015
love and lost (shi gu) (2015),cl,189000.0,19400000.0,2015
stonewall (2015) (2015),ratt.,188000.0,19400000.0,2015
maggie (2015),ratt.,187000.0,19400000.0,2015
detective k: secret of the lost island (2015),cj,185000.0,19400000.0,2015
the priests (2015),cj,185000.0,19400000.0,2015
the farewell party (2015),gold.,173000.0,19400000.0,2015
a brilliant young mind (2015),gold.,172000.0,19400000.0,2015
time out of mind (2015),ifc,167000.0,19400000.0,2015
snow girl and the dark crystal (2015),wgusa,165000.0,19400000.0,2015
c'est si bon (2015),cj,164000.0,19400000.0,2015
the last women standing (2015),cl,163000.0,19400000.0,2015
5 to 7 (2015),ifc,163000.0,19400000.0,2015
after the ball (2015),free,162000.0,19400000.0,2015
human capital (2015),fm,159000.0,19400000.0,2015
experimenter (2015),magn.,156000.0,19400000.0,2015
desert dancer (2015),rela.,155000.0,19400000.0,2015
samba (2015),bg,152000.0,19400000.0,2015
the tribe (2015),drft.,151000.0,19400000.0,2015
forever young (2015) (2015),cl,150000.0,19400000.0,2015
the new girlfriend (2015),cohen,147000.0,19400000.0,2015
tangerines (2015),gold.,145000.0,19400000.0,2015
manglehorn (2015),ifc,143000.0,19400000.0,2015
ingrid bergman: in her own words (2015),rialto,138000.0,19400000.0,2015
twenty (2015) (2015),cj,136000.0,19400000.0,2015
la sapienza (2015),kl,135000.0,19400000.0,2015
mississippi grind (2015),a24,131000.0,19400000.0,2015
a journey through time with anthony (2015),cl,127000.0,19400000.0,2015
boulevard (2015),sm,126000.0,19400000.0,2015
z for zachariah (2015),ratt.,121000.0,19400000.0,2015
do i sound gay? (2015),ifc,119000.0,19400000.0,2015
